opportunity_id,sale_id,account_id,opportunity_name,stage_name,amount,probability,close_date,created_date,lead_source,type,campaign_id
OPP20000001,20000001,ACC000274,Cloud Connect - Roberts Services,Closed Won,17318.22,100,2024-05-14,2024-01-09,Partner Referral,New Customer,
OPP20000002,,ACC000385,5G Enterprise - Wilson Group,Prospecting,333584.32,10,2024-07-05,2024-01-27,Event,Existing Customer - Upgrade,
OPP20000003,,ACC000097,Cyber Security - Wilson Services,Prospecting,260269.25,10,2024-05-11,2024-01-02,Event,Renewal,
OPP20000004,20000004,ACC000340,Horizon Mobile - Williams Services,Closed Won,369058.92,100,2024-03-04,2024-01-25,Inbound Call,Renewal,
OPP20000005,,ACC000287,5G Enterprise - Roberts Holdings,Negotiation,254988.68,75,2024-03-25,2024-01-23,Partner Referral,New Customer,
OPP20000006,,ACC000400,SIP Trunks - Thomas Group,Qualification,335215.36,25,2024-02-18,2024-01-09,Other,Existing Customer - Replacement,
OPP20000007,,ACC000178,SD-WAN - Jones Partners,Prospecting,420756.16,10,2024-02-22,2024-01-23,Partner Referral,Existing Customer - Upgrade,
OPP20000008,20000008,ACC000323,Cyber Security - Evans Ltd,Closed Won,369014.08,100,2024-03-29,2024-01-10,Partner Referral,New Customer,
OPP20000009,20000009,ACC000082,Cyber Security - Williams Solutions,Closed Won,315099.54,100,2024-03-12,2024-01-30,Event,New Customer,
OPP20000010,,ACC000242,SIP Trunks - Davies Solutions,Prospecting,428253.11,10,2024-04-20,2024-01-11,Inbound Call,Existing Customer - Upgrade,CMP00043
OPP20000011,,ACC000048,Cloud Connect - Taylor Ltd,Closed Lost,262908.75,0,2024-05-21,2024-01-18,Other,Renewal,CMP00028
OPP20000012,,ACC000205,Cloud Connect - Williams Group,Proposal,297324.99,50,2024-07-17,2024-01-27,Web,Existing Customer - Upgrade,CMP00019
OPP20000013,,ACC000175,SIP Trunks - Jones Associates,Proposal,439867.73,50,2024-05-01,2024-01-08,Partner Referral,Existing Customer - Upgrade,
OPP20000014,,ACC000130,SIP Trunks - Smith Associates,Closed Lost,121277.17,0,2024-06-06,2024-01-31,Other,Renewal,CMP00020
OPP20000015,20000015,ACC000051,Horizon Mobile - Wilson Solutions,Closed Won,84887.19,100,2024-02-13,2024-01-02,Partner Referral,New Customer,CMP00011
OPP20000016,20000016,ACC000285,Horizon Mobile - Williams Services,Closed Won,357382.97,100,2024-03-09,2024-01-14,Event,Existing Customer - Replacement,
OPP20000017,20000017,ACC000345,SD-WAN - Thomas Group,Closed Won,60975.42,100,2024-03-06,2024-01-17,Inbound Call,Renewal,CMP00040
OPP20000018,20000018,ACC000095,5G Enterprise - Davies Group,Closed Won,293351.2,100,2024-07-08,2024-01-20,Inbound Call,Renewal,
OPP20000019,,ACC000073,SIP Trunks - Smith Group,Negotiation,117423.2,75,2024-06-25,2024-01-28,Inbound Call,New Customer,
OPP20000020,,ACC000191,Unified Comms - Evans Ltd,Qualification,172379.91,25,2024-03-15,2024-01-16,Web,Renewal,CMP00039
OPP20000021,,ACC000358,Horizon Mobile - Brown PLC,Prospecting,291542.26,10,2024-06-24,2024-01-06,Cold Call,Renewal,CMP00048
OPP20000022,,ACC000115,Cloud Connect - Evans Holdings,Closed Lost,231635.46,0,2024-02-29,2024-01-10,Event,Existing Customer - Upgrade,
OPP20000023,20000023,ACC000286,SIP Trunks - Roberts Ltd,Closed Won,30080.7,100,2024-04-16,2024-01-04,Cold Call,New Customer,CMP00047
OPP20000024,20000024,ACC000083,SIP Trunks - Brown Ltd,Closed Won,377548.12,100,2024-03-24,2024-01-30,Event,Renewal,CMP00045
OPP20000025,20000025,ACC000364,Cloud Connect - Smith Group,Closed Won,191493.92,100,2024-04-08,2024-01-12,Inbound Call,New Customer,
OPP20000026,,ACC000218,Horizon Mobile - Williams Group,Qualification,413640.77,25,2024-06-10,2024-01-25,Web,Existing Customer - Upgrade,
OPP20000027,,ACC000061,SD-WAN - Roberts Solutions,Proposal,242715.41,50,2024-06-24,2024-01-27,Other,New Customer,
OPP20000028,,ACC000159,5G Enterprise - Evans PLC,Closed Lost,346203.8,0,2024-02-16,2024-01-11,Web,Renewal,
OPP20000029,,ACC000238,5G Enterprise - Roberts Solutions,Prospecting,307757.82,10,2024-05-12,2024-01-31,Inbound Call,Existing Customer - Replacement,
OPP20000030,,ACC000309,Unified Comms - Roberts Group,Negotiation,111941.74,75,2024-05-30,2024-01-04,Other,Renewal,
OPP20000031,,ACC000499,Cyber Security - Williams Associates,Prospecting,156909.99,10,2024-03-08,2024-01-04,Partner Referral,New Customer,
OPP20000032,,ACC000391,SIP Trunks - Brown Group,Proposal,207602.89,50,2024-06-28,2024-01-01,Web,Renewal,
OPP20000033,,ACC000098,SIP Trunks - Jones Associates,Negotiation,231208.3,75,2024-04-16,2024-01-02,Partner Referral,New Customer,CMP00038
OPP20000034,,ACC000141,5G Enterprise - Taylor PLC,Prospecting,91828.48,10,2024-06-26,2024-01-30,Web,Existing Customer - Replacement,
OPP20000035,20000035,ACC000266,Unified Comms - Davies Services,Closed Won,134341.76,100,2024-05-22,2024-01-03,Inbound Call,Renewal,
OPP20000036,,ACC000077,Cloud Connect - Brown Partners,Negotiation,390213.55,75,2024-03-26,2024-01-26,Cold Call,Renewal,CMP00013
OPP20000037,,ACC000419,Horizon Mobile - Williams PLC,Prospecting,376749.75,10,2024-05-07,2024-01-24,Partner Referral,Existing Customer - Upgrade,
OPP20000038,,ACC000444,Horizon Mobile - Williams Holdings,Negotiation,62426.44,75,2024-07-01,2024-01-26,Other,New Customer,
OPP20000039,,ACC000109,Horizon Mobile - Davies PLC,Closed Lost,260087.66,0,2024-04-20,2024-01-31,Other,Renewal,
OPP20000040,,ACC000265,SD-WAN - Roberts Solutions,Proposal,182995.98,50,2024-02-06,2024-01-05,Web,Renewal,CMP00042
OPP20000041,,ACC000281,Unified Comms - Evans Group,Prospecting,79234.31,10,2024-06-10,2024-01-08,Partner Referral,Renewal,
OPP20000042,,ACC000224,Unified Comms - Wilson Holdings,Negotiation,376941.87,75,2024-03-18,2024-01-29,Other,New Customer,CMP00045
OPP20000043,,ACC000209,IoT Platform - Thomas Associates,Qualification,413828.32,25,2024-05-19,2024-01-27,Event,New Customer,CMP00032
OPP20000044,,ACC000024,SIP Trunks - Wilson Holdings,Closed Lost,265719.63,0,2024-06-27,2024-01-13,Partner Referral,Existing Customer - Replacement,
OPP20000045,,ACC000283,SIP Trunks - Taylor Partners,Closed Lost,335218.96,0,2024-07-18,2024-01-27,Web,Renewal,CMP00017
OPP20000046,,ACC000454,5G Enterprise - Evans PLC,Proposal,343879.83,50,2024-06-16,2024-01-02,Inbound Call,Existing Customer - Replacement,CMP00034
OPP20000047,,ACC000304,SD-WAN - Roberts Ltd,Prospecting,314482.31,10,2024-03-19,2024-01-18,Partner Referral,New Customer,
OPP20000048,,ACC000052,Cyber Security - Roberts Partners,Prospecting,300694.0,10,2024-03-06,2024-01-20,Event,Existing Customer - Upgrade,
OPP20000049,20000049,ACC000352,5G Enterprise - Davies Partners,Closed Won,174593.53,100,2024-06-01,2024-01-03,Web,New Customer,
OPP20000050,,ACC000060,Unified Comms - Wilson PLC,Proposal,141916.66,50,2024-05-30,2024-01-03,Inbound Call,New Customer,
OPP20000051,,ACC000202,Unified Comms - Taylor PLC,Closed Lost,113289.03,0,2024-07-17,2024-01-23,Other,Renewal,
OPP20000052,,ACC000356,IoT Platform - Thomas Partners,Closed Lost,124833.22,0,2024-07-12,2024-01-25,Other,Existing Customer - Replacement,CMP00005
OPP20000053,,ACC000135,Cloud Connect - Thomas Partners,Prospecting,386469.54,10,2024-06-20,2024-01-23,Event,Renewal,
OPP20000054,20000054,ACC000206,Unified Comms - Smith PLC,Closed Won,397860.75,100,2024-04-27,2024-01-15,Inbound Call,Existing Customer - Upgrade,
OPP20000055,,ACC000386,Horizon Mobile - Brown Solutions,Negotiation,238160.21,75,2024-07-17,2024-01-20,Other,Renewal,
OPP20000056,,ACC000271,5G Enterprise - Roberts Solutions,Negotiation,374590.43,75,2024-06-01,2024-01-13,Other,New Customer,
OPP20000057,20000057,ACC000446,Cyber Security - Taylor Group,Closed Won,273138.89,100,2024-03-09,2024-01-15,Partner Referral,Existing Customer - Replacement,
OPP20000058,,ACC000203,Cloud Connect - Jones Associates,Prospecting,186937.12,10,2024-06-29,2024-01-29,Partner Referral,Renewal,CMP00036
OPP20000059,,ACC000324,Cyber Security - Wilson PLC,Prospecting,373988.77,10,2024-05-20,2024-01-11,Inbound Call,Renewal,
OPP20000060,,ACC000076,5G Enterprise - Smith Solutions,Proposal,234121.62,50,2024-03-12,2024-01-13,Partner Referral,Existing Customer - Replacement,
OPP20000061,,ACC000162,5G Enterprise - Williams Ltd,Prospecting,130476.5,10,2024-02-11,2024-01-11,Web,Renewal,
OPP20000062,20000062,ACC000338,SD-WAN - Evans Solutions,Closed Won,84657.6,100,2024-05-25,2024-01-16,Partner Referral,Renewal,
OPP20000063,,ACC000347,SD-WAN - Jones Solutions,Negotiation,192146.71,75,2024-04-01,2024-01-22,Partner Referral,Existing Customer - Upgrade,
OPP20000064,,ACC000190,SD-WAN - Jones Services,Qualification,217410.31,25,2024-02-28,2024-01-23,Other,Existing Customer - Replacement,
OPP20000065,,ACC000112,SD-WAN - Williams Services,Closed Lost,351733.93,0,2024-03-30,2024-01-04,Other,Renewal,
OPP20000066,,ACC000127,SIP Trunks - Roberts Group,Proposal,283066.4,50,2024-03-09,2024-01-14,Event,Existing Customer - Replacement,
OPP20000067,,ACC000255,IoT Platform - Roberts Holdings,Closed Lost,437932.49,0,2024-06-10,2024-01-06,Event,New Customer,CMP00042
OPP20000068,,ACC000272,SD-WAN - Evans Services,Prospecting,421794.18,10,2024-04-03,2024-01-08,Other,Renewal,
OPP20000069,,ACC000094,5G Enterprise - Roberts Services,Closed Lost,408770.15,0,2024-05-10,2024-01-07,Inbound Call,Renewal,CMP00046
OPP20000070,20000070,ACC000335,SD-WAN - Wilson Ltd,Closed Won,267977.19,100,2024-07-10,2024-01-29,Web,Existing Customer - Upgrade,
OPP20000071,20000071,ACC000143,Horizon Mobile - Evans Associates,Closed Won,157452.85,100,2024-07-20,2024-01-29,Partner Referral,New Customer,
OPP20000072,,ACC000420,IoT Platform - Williams PLC,Proposal,204678.88,50,2024-04-12,2024-01-20,Partner Referral,Existing Customer - Upgrade,
OPP20000073,,ACC000019,IoT Platform - Smith Solutions,Proposal,397643.14,50,2024-06-10,2024-01-25,Partner Referral,Existing Customer - Replacement,
OPP20000074,,ACC000271,5G Enterprise - Davies PLC,Negotiation,351826.22,75,2024-06-28,2024-01-31,Web,Existing Customer - Upgrade,CMP00032
OPP20000075,,ACC000237,SIP Trunks - Brown Solutions,Closed Lost,101397.15,0,2024-05-05,2024-01-08,Event,Existing Customer - Upgrade,CMP00043
OPP20000076,,ACC000227,5G Enterprise - Brown Group,Closed Lost,76106.41,0,2024-05-31,2024-01-15,Inbound Call,Existing Customer - Replacement,
OPP20000077,,ACC000459,Cyber Security - Taylor Partners,Negotiation,383809.25,75,2024-03-03,2024-01-21,Partner Referral,Renewal,
OPP20000078,,ACC000269,5G Enterprise - Davies Partners,Qualification,434764.9,25,2024-05-20,2024-01-11,Cold Call,Existing Customer - Upgrade,CMP00009
OPP20000079,,ACC000011,IoT Platform - Jones Ltd,Qualification,372302.61,25,2024-07-07,2024-01-27,Inbound Call,Existing Customer - Replacement,
OPP20000080,20000080,ACC000123,Cloud Connect - Brown Associates,Closed Won,199978.46,100,2024-03-21,2024-01-24,Partner Referral,Renewal,CMP00031
OPP20000081,,ACC000123,SD-WAN - Williams PLC,Closed Lost,421267.57,0,2024-06-07,2024-01-03,Partner Referral,Renewal,CMP00040
OPP20000082,,ACC000391,5G Enterprise - Taylor Group,Prospecting,79393.93,10,2024-05-12,2024-01-31,Web,New Customer,
OPP20000083,,ACC000096,SIP Trunks - Smith Solutions,Prospecting,16633.35,10,2024-04-12,2024-01-20,Inbound Call,New Customer,
OPP20000084,,ACC000499,SIP Trunks - Brown Group,Proposal,245240.07,50,2024-04-11,2024-01-12,Event,Renewal,
OPP20000085,,ACC000417,Cloud Connect - Evans Partners,Negotiation,295851.69,75,2024-07-04,2024-01-14,Cold Call,New Customer,
OPP20000086,20000086,ACC000453,Horizon Mobile - Wilson PLC,Closed Won,104592.94,100,2024-03-23,2024-01-29,Other,Existing Customer - Upgrade,CMP00023
OPP20000087,,ACC000384,5G Enterprise - Taylor Group,Proposal,169223.98,50,2024-04-05,2024-01-20,Other,Existing Customer - Upgrade,
OPP20000088,,ACC000059,IoT Platform - Thomas Ltd,Proposal,447366.83,50,2024-04-13,2024-01-19,Event,New Customer,
OPP20000089,,ACC000410,Cyber Security - Smith Associates,Closed Lost,198434.9,0,2024-03-27,2024-01-27,Event,Existing Customer - Replacement,CMP00046
OPP20000090,,ACC000430,Cloud Connect - Davies Solutions,Qualification,71919.82,25,2024-03-25,2024-01-25,Other,Existing Customer - Upgrade,
OPP20000091,,ACC000087,Cloud Connect - Taylor Group,Proposal,310567.69,50,2024-06-23,2024-01-14,Inbound Call,Existing Customer - Upgrade,
OPP20000092,,ACC000398,Horizon Mobile - Wilson Holdings,Closed Lost,386343.87,0,2024-03-25,2024-01-19,Cold Call,New Customer,CMP00050
OPP20000093,,ACC000484,Unified Comms - Wilson Holdings,Proposal,298887.64,50,2024-02-24,2024-01-13,Partner Referral,New Customer,CMP00016
OPP20000094,,ACC000393,SIP Trunks - Davies Partners,Closed Lost,320223.19,0,2024-02-20,2024-01-03,Event,New Customer,
OPP20000095,,ACC000170,5G Enterprise - Jones Services,Prospecting,351516.4,10,2024-04-27,2024-01-28,Inbound Call,New Customer,CMP00009
OPP20000096,,ACC000463,Unified Comms - Taylor Partners,Prospecting,431140.2,10,2024-02-26,2024-01-08,Cold Call,New Customer,
OPP20000097,,ACC000483,Cloud Connect - Smith Group,Closed Lost,125137.9,0,2024-04-29,2024-01-02,Other,Renewal,
OPP20000098,20000098,ACC000476,Unified Comms - Jones Services,Closed Won,246609.13,100,2024-05-08,2024-01-09,Other,Renewal,
OPP20000099,20000099,ACC000459,SIP Trunks - Brown Services,Closed Won,233587.04,100,2024-02-26,2024-01-10,Event,Existing Customer - Replacement,
OPP20000100,,ACC000125,SIP Trunks - Brown Group,Qualification,27773.61,25,2024-04-25,2024-01-30,Other,Existing Customer - Upgrade,
OPP20000101,,ACC000151,SIP Trunks - Williams Associates,Qualification,394515.31,25,2024-03-09,2024-01-08,Other,Renewal,
OPP20000102,,ACC000131,IoT Platform - Evans PLC,Proposal,165004.41,50,2024-06-18,2024-01-16,Cold Call,Existing Customer - Replacement,CMP00014
OPP20000103,,ACC000429,SIP Trunks - Jones Associates,Closed Lost,26489.33,0,2024-02-25,2024-01-13,Inbound Call,Existing Customer - Replacement,
OPP20000104,,ACC000066,Unified Comms - Thomas Associates,Closed Lost,231147.37,0,2024-03-03,2024-01-11,Partner Referral,Existing Customer - Upgrade,
OPP20000105,20000105,ACC000145,SD-WAN - Roberts Solutions,Closed Won,146066.66,100,2024-04-27,2024-01-02,Web,New Customer,
OPP20000106,,ACC000016,Horizon Mobile - Wilson Holdings,Qualification,292899.48,25,2024-07-17,2024-01-27,Event,Existing Customer - Replacement,
OPP20000107,,ACC000227,5G Enterprise - Williams Partners,Qualification,358662.84,25,2024-06-22,2024-01-08,Cold Call,New Customer,
OPP20000108,,ACC000403,SIP Trunks - Wilson Services,Closed Lost,377658.79,0,2024-04-29,2024-01-30,Partner Referral,Existing Customer - Upgrade,CMP00039
OPP20000109,,ACC000026,Unified Comms - Williams PLC,Negotiation,159179.17,75,2024-04-16,2024-01-23,Web,New Customer,CMP00007
OPP20000110,,ACC000059,Horizon Mobile - Davies Ltd,Negotiation,340170.68,75,2024-05-14,2024-01-16,Partner Referral,Existing Customer - Replacement,CMP00018
OPP20000111,20000111,ACC000258,Cloud Connect - Jones Associates,Closed Won,17043.62,100,2024-06-28,2024-01-01,Inbound Call,New Customer,
OPP20000112,20000112,ACC000164,Cloud Connect - Thomas Ltd,Closed Won,307464.93,100,2024-04-16,2024-01-30,Inbound Call,New Customer,
OPP20000113,,ACC000049,Unified Comms - Roberts Ltd,Qualification,190584.58,25,2024-05-26,2024-01-15,Event,Renewal,
OPP20000114,,ACC000002,Cloud Connect - Williams Group,Negotiation,49515.58,75,2024-03-22,2024-01-14,Inbound Call,Renewal,CMP00023
OPP20000115,,ACC000431,Cyber Security - Jones Associates,Proposal,338882.57,50,2024-03-03,2024-01-11,Partner Referral,Existing Customer - Replacement,
OPP20000116,,ACC000431,SIP Trunks - Taylor Solutions,Proposal,68355.8,50,2024-03-14,2024-01-11,Other,New Customer,CMP00018
OPP20000117,,ACC000105,Cloud Connect - Wilson Services,Qualification,156800.1,25,2024-03-27,2024-01-16,Event,Renewal,CMP00020
OPP20000118,20000118,ACC000388,Horizon Mobile - Jones Holdings,Closed Won,321760.01,100,2024-04-17,2024-01-04,Inbound Call,Renewal,CMP00032
OPP20000119,,ACC000078,SD-WAN - Wilson Ltd,Prospecting,388443.54,10,2024-03-14,2024-01-24,Partner Referral,New Customer,CMP00021
OPP20000120,,ACC000426,IoT Platform - Smith PLC,Negotiation,449826.77,75,2024-06-15,2024-01-04,Event,New Customer,CMP00040
OPP20000121,,ACC000013,SIP Trunks - Thomas Services,Qualification,353413.62,25,2024-03-15,2024-01-02,Partner Referral,Existing Customer - Replacement,
OPP20000122,,ACC000206,Unified Comms - Davies Group,Qualification,393133.88,25,2024-03-15,2024-01-28,Partner Referral,Renewal,
OPP20000123,,ACC000478,Unified Comms - Smith PLC,Qualification,207719.77,25,2024-06-18,2024-01-10,Partner Referral,New Customer,
OPP20000124,,ACC000469,Unified Comms - Thomas Services,Qualification,158750.51,25,2024-02-13,2024-01-11,Other,Existing Customer - Upgrade,
OPP20000125,20000125,ACC000358,IoT Platform - Evans Holdings,Closed Won,122076.3,100,2024-03-13,2024-01-19,Cold Call,Existing Customer - Upgrade,
OPP20000126,,ACC000024,Unified Comms - Taylor Ltd,Closed Lost,444057.97,0,2024-07-17,2024-01-26,Inbound Call,Renewal,
OPP20000127,20000127,ACC000439,5G Enterprise - Davies Partners,Closed Won,157241.25,100,2024-04-12,2024-01-27,Other,Existing Customer - Upgrade,
OPP20000128,,ACC000193,Cyber Security - Brown PLC,Closed Lost,249585.25,0,2024-07-15,2024-01-23,Event,New Customer,
OPP20000129,,ACC000184,Cyber Security - Smith Ltd,Closed Lost,53593.09,0,2024-03-15,2024-01-23,Inbound Call,Renewal,CMP00031
OPP20000130,20000130,ACC000306,5G Enterprise - Evans Partners,Closed Won,77688.99,100,2024-05-09,2024-01-05,Other,New Customer,
OPP20000131,,ACC000340,SD-WAN - Brown Solutions,Proposal,182635.43,50,2024-04-04,2024-01-16,Event,Existing Customer - Replacement,
OPP20000132,,ACC000251,IoT Platform - Thomas PLC,Prospecting,157372.64,10,2024-06-24,2024-01-24,Other,Renewal,CMP00023
OPP20000133,,ACC000064,Cloud Connect - Roberts Solutions,Qualification,398195.83,25,2024-06-21,2024-01-02,Cold Call,New Customer,CMP00037
OPP20000134,,ACC000302,Cyber Security - Roberts Holdings,Proposal,30661.01,50,2024-05-15,2024-01-28,Event,Existing Customer - Replacement,
OPP20000135,,ACC000458,5G Enterprise - Evans PLC,Closed Lost,254629.93,0,2024-07-05,2024-01-17,Cold Call,Renewal,
OPP20000136,,ACC000492,5G Enterprise - Roberts PLC,Closed Lost,343662.1,0,2024-02-19,2024-01-04,Inbound Call,Renewal,CMP00027
OPP20000137,,ACC000357,Unified Comms - Davies Solutions,Closed Lost,102967.35,0,2024-05-07,2024-01-15,Event,New Customer,
OPP20000138,,ACC000281,IoT Platform - Taylor Ltd,Negotiation,410008.38,75,2024-05-22,2024-01-09,Web,Existing Customer - Upgrade,CMP00045
OPP20000139,,ACC000497,IoT Platform - Jones Solutions,Negotiation,37538.74,75,2024-07-10,2024-01-27,Cold Call,New Customer,
OPP20000140,,ACC000089,Horizon Mobile - Smith Partners,Negotiation,111847.93,75,2024-04-08,2024-01-17,Partner Referral,Existing Customer - Replacement,
OPP20000141,20000141,ACC000486,SIP Trunks - Thomas PLC,Closed Won,384949.87,100,2024-02-26,2024-01-22,Web,Existing Customer - Upgrade,CMP00020
OPP20000142,,ACC000242,Horizon Mobile - Evans PLC,Prospecting,340617.88,10,2024-06-12,2024-01-23,Event,Existing Customer - Upgrade,CMP00039
OPP20000143,20000143,ACC000198,SIP Trunks - Williams Associates,Closed Won,429977.18,100,2024-06-21,2024-01-23,Web,New Customer,
OPP20000144,,ACC000266,Cyber Security - Brown PLC,Qualification,43199.31,25,2024-03-03,2024-01-06,Inbound Call,New Customer,
OPP20000145,,ACC000480,SIP Trunks - Brown Holdings,Proposal,444256.11,50,2024-06-27,2024-01-11,Cold Call,New Customer,CMP00032
OPP20000146,,ACC000314,SD-WAN - Jones Holdings,Negotiation,95793.79,75,2024-03-26,2024-01-14,Event,New Customer,
OPP20000147,20000147,ACC000172,SD-WAN - Taylor Solutions,Closed Won,380082.18,100,2024-07-06,2024-01-18,Event,Existing Customer - Upgrade,
OPP20000148,,ACC000294,IoT Platform - Brown Holdings,Prospecting,29068.64,10,2024-06-30,2024-01-07,Other,Existing Customer - Replacement,CMP00002
OPP20000149,,ACC000489,SIP Trunks - Smith Solutions,Prospecting,83459.96,10,2024-04-01,2024-01-19,Event,Existing Customer - Upgrade,
OPP20000150,,ACC000444,SIP Trunks - Evans Partners,Qualification,117951.73,25,2024-03-14,2024-01-25,Cold Call,Existing Customer - Upgrade,
OPP20000151,,ACC000470,5G Enterprise - Smith Solutions,Prospecting,353467.12,10,2024-07-13,2024-01-24,Web,Renewal,
OPP20000152,,ACC000409,Unified Comms - Davies Associates,Closed Lost,189536.0,0,2024-05-06,2024-01-03,Partner Referral,Existing Customer - Replacement,CMP00031
OPP20000153,,ACC000372,5G Enterprise - Williams Holdings,Closed Lost,133122.67,0,2024-05-09,2024-01-08,Event,New Customer,
OPP20000154,,ACC000333,5G Enterprise - Williams Solutions,Qualification,271321.96,25,2024-03-28,2024-01-09,Inbound Call,Existing Customer - Upgrade,
